Portal,Role,Route,Resolved Route,State,Viewport,Viewport Width,Viewport Height,Document Scroll Height,Main Content Height,Persistent Header Height,Persistent Footer Or Navigation Height,Effective Usable Viewport Height,Effective Ratio,Classification,Primary Action Visible,Major Section Count,Workflow Count,Horizontal Overflow,List Containment,Access Result,Evidence,Original Worst Ratio,Original Classification,Worst State Reduction Percent,Notes
Parent Portal,Parent,/parent-portal?section=invites,/parent-portal?section=invites,One child populated default,mobile,375,812,1728,1496,180,202,430,3.48,Amber,true,2,3,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-invites-one-child-populated-default-mobile.png,6.94,Red,49.86,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=matches,/parent-portal?section=matches,One child populated default,mobile,375,812,812,546,180,202,430,1.27,Green,true,2,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-matches-one-child-populated-default-mobile.png,7.4,Red,82.84,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=results,/parent-portal?section=results,One child populated default,mobile,375,812,1198,966,180,202,430,2.25,Amber,true,2,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-results-one-child-populated-default-mobile.png,3.88,Amber,42.01,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=development,/parent-portal?section=development,One child populated default,mobile,375,812,834,602,180,202,430,1.4,Green,false,2,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-development-one-child-populated-default-mobile.png,1.63,Green,14.11,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=resources,/parent-portal?section=resources,One child populated default,mobile,375,812,812,436,180,202,430,1.01,Green,false,2,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-resources-one-child-populated-default-mobile.png,1.52,Green,28.29,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=settings,/parent-portal?section=settings,One child populated default,mobile,375,812,1396,1164,180,202,430,2.71,Amber,true,3,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-settings-one-child-populated-default-mobile.png,4.34,Red,37.56,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-chat,/parent-chat,One child populated default,mobile,375,812,935,703,0,202,610,1.15,Green,true,1,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-chat-one-child-populated-default-mobile.png,1.53,Green,24.84,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-polls,/parent-polls,One child populated default,mobile,375,812,1763,1532,0,202,610,2.51,Amber,false,2,3,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-polls-one-child-populated-default-mobile.png,2.89,Amber,13.15,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/friends-family,/friends-family,One child populated default,mobile,375,812,2522,2291,0,202,610,3.76,Amber,false,3,6,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-friends-family-one-child-populated-default-mobile.png,4.13,Red,8.96,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=invites&inviteView=pending&invitePage=2,/parent-portal?section=invites&inviteView=pending&invitePage=2,Pending invitations page 2,mobile,375,812,1370,1138,180,202,430,2.65,Amber,true,2,2,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-invites-inviteview-pending-invitepage-2-pending-invitations-page-2-mobile.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=invites&inviteView=upcoming&invitePage=1,/parent-portal?section=invites&inviteView=upcoming&invitePage=1,Responded or upcoming invitations,mobile,375,812,1188,956,180,202,430,2.22,Amber,true,2,2,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-invites-inviteview-upcoming-invitepage-1-responded-or-upcoming-invitations-mobile.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=invites&inviteView=history&invitePage=1,/parent-portal?section=invites&inviteView=history&invitePage=1,Invitation history,mobile,375,812,1530,1298,180,202,430,3.02,Amber,true,2,3,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-invites-inviteview-history-invitepage-1-invitation-history-mobile.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=results&resultPage=2,/parent-portal?section=results&resultPage=2,Shared results page 2,mobile,375,812,1198,966,180,202,430,2.25,Amber,true,2,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-results-resultpage-2-shared-results-page-2-mobile.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=results&resultPage=3,/parent-portal?section=results&resultPage=3,Shared results page 3,mobile,375,812,992,760,180,202,430,1.77,Green,true,2,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-results-resultpage-3-shared-results-page-3-mobile.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=settings&settingsArea=account,/parent-portal?section=settings&settingsArea=account,Account settings,mobile,375,812,1396,1164,180,202,430,2.71,Amber,true,3,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-settings-settingsarea-account-account-settings-mobile.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=settings&settingsArea=security,/parent-portal?section=settings&settingsArea=security,Security settings,mobile,375,812,1248,1016,180,202,430,2.36,Amber,true,2,1,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-settings-settingsarea-security-security-settings-mobile.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=settings&settingsArea=display,/parent-portal?section=settings&settingsArea=display,Display and alert settings,mobile,375,812,1270,1038,180,202,430,2.41,Amber,true,2,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-settings-settingsarea-display-display-and-alert-settings-mobile.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=overview,/parent-portal?section=overview,One child populated default,tablet,768,1024,1290,1054,114,211,699,1.51,Green,true,3,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-overview-one-child-populated-default-tablet.png,3,Amber,-14.00,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=calendar,/parent-portal?section=calendar,One child populated default,tablet,768,1024,1827,1591,114,211,699,2.28,Amber,true,3,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-calendar-one-child-populated-default-tablet.png,3.49,Amber,-7.45,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=invites,/parent-portal?section=invites,One child populated default,tablet,768,1024,1288,1052,114,211,699,1.51,Green,true,2,3,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-invites-one-child-populated-default-tablet.png,6.94,Red,49.86,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=matches,/parent-portal?section=matches,One child populated default,tablet,768,1024,1024,416,114,211,699,0.6,Green,true,2,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-matches-one-child-populated-default-tablet.png,7.4,Red,82.84,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=results,/parent-portal?section=results,One child populated default,tablet,768,1024,1024,690,114,211,699,0.99,Green,true,2,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-results-one-child-populated-default-tablet.png,3.88,Amber,42.01,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=development,/parent-portal?section=development,One child populated default,tablet,768,1024,1024,440,114,211,699,0.63,Green,false,2,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-development-one-child-populated-default-tablet.png,1.63,Green,14.11,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=resources,/parent-portal?section=resources,One child populated default,tablet,768,1024,1024,310,114,211,699,0.44,Green,false,2,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-resources-one-child-populated-default-tablet.png,1.52,Green,28.29,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=settings,/parent-portal?section=settings,One child populated default,tablet,768,1024,1086,850,114,211,699,1.22,Green,true,3,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-settings-one-child-populated-default-tablet.png,4.34,Red,37.56,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-chat,/parent-chat,One child populated default,tablet,768,1024,1024,679,0,211,813,0.84,Green,true,1,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-chat-one-child-populated-default-tablet.png,1.53,Green,24.84,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-polls,/parent-polls,One child populated default,tablet,768,1024,1207,971,0,211,813,1.19,Green,false,2,3,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-polls-one-child-populated-default-tablet.png,2.89,Amber,13.15,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/friends-family,/friends-family,One child populated default,tablet,768,1024,1815,1580,0,211,813,1.94,Green,false,3,6,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-friends-family-one-child-populated-default-tablet.png,4.13,Red,8.96,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=invites&inviteView=pending&invitePage=2,/parent-portal?section=invites&inviteView=pending&invitePage=2,Pending invitations page 2,tablet,768,1024,1024,718,114,211,699,1.03,Green,true,2,2,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-invites-inviteview-pending-invitepage-2-pending-invitations-page-2-tablet.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=invites&inviteView=upcoming&invitePage=1,/parent-portal?section=invites&inviteView=upcoming&invitePage=1,Responded or upcoming invitations,tablet,768,1024,1024,586,114,211,699,0.84,Green,true,2,2,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-invites-inviteview-upcoming-invitepage-1-responded-or-upcoming-invitations-tablet.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=invites&inviteView=history&invitePage=1,/parent-portal?section=invites&inviteView=history&invitePage=1,Invitation history,tablet,768,1024,1164,928,114,211,699,1.33,Green,true,2,3,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-invites-inviteview-history-invitepage-1-invitation-history-tablet.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=results&resultPage=2,/parent-portal?section=results&resultPage=2,Shared results page 2,tablet,768,1024,1024,690,114,211,699,0.99,Green,true,2,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-results-resultpage-2-shared-results-page-2-tablet.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=results&resultPage=3,/parent-portal?section=results&resultPage=3,Shared results page 3,tablet,768,1024,1024,484,114,211,699,0.69,Green,true,2,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-results-resultpage-3-shared-results-page-3-tablet.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=settings&settingsArea=account,/parent-portal?section=settings&settingsArea=account,Account settings,tablet,768,1024,1086,850,114,211,699,1.22,Green,true,3,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-settings-settingsarea-account-account-settings-tablet.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=settings&settingsArea=security,/parent-portal?section=settings&settingsArea=security,Security settings,tablet,768,1024,1024,666,114,211,699,0.95,Green,true,2,1,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-settings-settingsarea-security-security-settings-tablet.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=settings&settingsArea=display,/parent-portal?section=settings&settingsArea=display,Display and alert settings,tablet,768,1024,1024,726,114,211,699,1.04,Green,true,2,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-settings-settingsarea-display-display-and-alert-settings-tablet.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=overview,/parent-portal?section=overview,One child populated default,desktop,1440,900,900,860,114,0,786,1.09,Green,true,3,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-overview-one-child-populated-default-desktop.png,3,Amber,-14.00,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=calendar,/parent-portal?section=calendar,One child populated default,desktop,1440,900,900,860,114,0,786,1.09,Green,true,3,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-calendar-one-child-populated-default-desktop.png,3.49,Amber,-7.45,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=invites,/parent-portal?section=invites,One child populated default,desktop,1440,900,900,860,114,0,786,1.09,Green,true,2,3,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-invites-one-child-populated-default-desktop.png,6.94,Red,49.86,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=matches,/parent-portal?section=matches,One child populated default,desktop,1440,900,900,860,114,0,786,1.09,Green,true,2,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-matches-one-child-populated-default-desktop.png,7.4,Red,82.84,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=results,/parent-portal?section=results,One child populated default,desktop,1440,900,900,860,114,0,786,1.09,Green,true,2,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-results-one-child-populated-default-desktop.png,3.88,Amber,42.01,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=development,/parent-portal?section=development,One child populated default,desktop,1440,900,900,860,114,0,786,1.09,Green,false,2,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-development-one-child-populated-default-desktop.png,1.63,Green,14.11,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=resources,/parent-portal?section=resources,One child populated default,desktop,1440,900,900,860,114,0,786,1.09,Green,false,2,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-resources-one-child-populated-default-desktop.png,1.52,Green,28.29,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=settings,/parent-portal?section=settings,One child populated default,desktop,1440,900,900,860,114,0,786,1.09,Green,true,3,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-settings-one-child-populated-default-desktop.png,4.34,Red,37.56,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-chat,/parent-chat,One child populated default,desktop,1440,900,900,860,0,0,900,0.96,Green,true,1,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-chat-one-child-populated-default-desktop.png,1.53,Green,24.84,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-polls,/parent-polls,One child populated default,desktop,1440,900,900,860,0,0,900,0.96,Green,false,2,3,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-polls-one-child-populated-default-desktop.png,2.89,Amber,13.15,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/friends-family,/friends-family,One child populated default,desktop,1440,900,900,860,0,0,900,0.96,Green,true,3,6,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-friends-family-one-child-populated-default-desktop.png,4.13,Red,8.96,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=invites&inviteView=pending&invitePage=2,/parent-portal?section=invites&inviteView=pending&invitePage=2,Pending invitations page 2,desktop,1440,900,900,860,114,0,786,1.09,Green,true,2,2,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-invites-inviteview-pending-invitepage-2-pending-invitations-page-2-desktop.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=invites&inviteView=upcoming&invitePage=1,/parent-portal?section=invites&inviteView=upcoming&invitePage=1,Responded or upcoming invitations,desktop,1440,900,900,860,114,0,786,1.09,Green,true,2,2,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-invites-inviteview-upcoming-invitepage-1-responded-or-upcoming-invitations-desktop.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=invites&inviteView=history&invitePage=1,/parent-portal?section=invites&inviteView=history&invitePage=1,Invitation history,desktop,1440,900,900,860,114,0,786,1.09,Green,true,2,3,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-invites-inviteview-history-invitepage-1-invitation-history-desktop.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=results&resultPage=2,/parent-portal?section=results&resultPage=2,Shared results page 2,desktop,1440,900,900,860,114,0,786,1.09,Green,true,2,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-results-resultpage-2-shared-results-page-2-desktop.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=results&resultPage=3,/parent-portal?section=results&resultPage=3,Shared results page 3,desktop,1440,900,900,860,114,0,786,1.09,Green,true,2,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-results-resultpage-3-shared-results-page-3-desktop.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=settings&settingsArea=account,/parent-portal?section=settings&settingsArea=account,Account settings,desktop,1440,900,900,860,114,0,786,1.09,Green,true,3,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-settings-settingsarea-account-account-settings-desktop.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=settings&settingsArea=security,/parent-portal?section=settings&settingsArea=security,Security settings,desktop,1440,900,900,860,114,0,786,1.09,Green,true,2,1,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-settings-settingsarea-security-security-settings-desktop.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Parent Portal,Parent,/parent-portal?section=settings&settingsArea=display,/parent-portal?section=settings&settingsArea=display,Display and alert settings,desktop,1440,900,900,860,114,0,786,1.09,Green,true,2,0,false,Not applicable,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/parent-parent-portal-section-settings-settingsarea-display-display-and-alert-settings-desktop.png,,,,Exact production candidate build measured locally with approved FP TEST session. Production parity verified after deploy.
Staff,Manager,/match-day,/match-day,Fixture list default,mobile,375,812,,,,,,1.26,Green,true,,,false,Controlled list and focused detail,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/staff-match-day-mobile-fixture-list.png,2.68,Amber,52.99,Phase B terminal Playwright evidence retained and rechecked during the final audit because later phases did not touch Game Day.
Staff,Manager,/match-day,/match-day,"Previous fixture selected, Overview",mobile,375,812,,,,,,2.49,Amber,true,,,false,Controlled list and focused detail,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/staff-match-day-mobile-selected-overview.png,11.62,Extreme,78.57,Phase B terminal Playwright evidence retained and rechecked during the final audit because later phases did not touch Game Day.
Staff,Manager,/match-day,/match-day,"Previous fixture selected, Overview",tablet,768,1024,,,,,,1.56,Green,true,,,false,Controlled list and focused detail,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/staff-match-day-mobile-selected-overview.png,11.62,Extreme,78.57,Phase B terminal Playwright evidence retained and rechecked during the final audit because later phases did not touch Game Day.
Staff,Manager,/match-day,/match-day,"Previous fixture selected, Overview",desktop,1440,900,,,,,,1.7,Green,true,,,false,Controlled list and focused detail,Loaded,FP-V1-PAGE-LENGTH-REMEDIATION-MASTER-06-screenshots/staff-match-day-desktop-selected-overview.png,11.62,Extreme,78.57,Phase B terminal Playwright evidence retained and rechecked during the final audit because later phases did not touch Game Day.
